起始城市,起始城市缩写,到达城市,到达城市缩写,公司,航班号,起飞机场,到达机场,起飞时间,起飞时间戳,到达时间,到达时间戳,机型,起飞日期,到达日期,价格,最大折扣,满载,当前人数
贵阳,KWE,郑州,CGO,中国南方航空(集团)公司,CZ3476,龙洞堡机场,新郑机场,12:10,201711071210,15:10,201711071510,733,2017/11/07,2017/11/07,2069,0,120,113
贵阳,KWE,珠海,ZUH,中国南方航空(集团)公司,CZ3768,龙洞堡机场,三灶机场,21:55,201711192155,23:10,201711192310,73G,2017/11/19,2017/11/19,3873,0.3,260,255
桂林,KWL,北京,BJS,中国南方航空(集团)公司,CZ3281,两江国际机场,首都国际机场,9:00,201712040900,11:30,201712041130,738,2017/12/04,2017/12/04,2416,0,250,247
桂林,KWL,北京,BJS,中国国际航空公司,CA1312,两江国际机场,首都国际机场,11:40,201712141140,14:15,201712141415,JET,2017/12/14,2017/12/14,1981,0.1,260,253
桂林,KWL,北京,BJS,大新华航空有限公司,CN7216,两江国际机场,首都国际机场,13:10,201712091310,16:00,201712091600,738,2017/12/09,2017/12/09,2700,0.1,200,197
桂林,KWL,北京,BJS,中国国际航空公司,CA1472,两江国际机场,首都国际机场,15:55,201711121555,19:00,201711121900,320,2017/11/12,2017/11/12,2084,0.4,100,94
桂林,KWL,北京,BJS,中国南方航空(集团)公司,CZ3287,两江国际机场,首都国际机场,18:10,201711191810,21:10,201711192110,738,2017/11/19,2017/11/19,2195,0,160,153
桂林,KWL,北京,BJS,中国国际航空公司,CA1226,两江国际机场,首都国际机场,21:05,201711212105,23:50,201711212350,738,2017/11/21,2017/11/21,2852,0.1,120,111
桂林,KWL,成都,CTU,中国南方航空(集团)公司,CZ3241,两江国际机场,双流国际机场,19:30,201711281930,21:00,201711282100,JET,2017/11/28,2017/11/28,2832,0.2,120,115
桂林,KWL,成都,CTU,四川航空股份有限公司,3U8778,两江国际机场,双流国际机场,21:20,201711102120,22:50,201711102250,319,2017/11/10,2017/11/10,2688,0.1,220,210
桂林,KWL,成都,CTU,中国国际航空公司,CA4324,两江国际机场,双流国际机场,21:40,201712152140,23:25,201712152325,JET,2017/12/15,2017/12/15,3263,0.3,250,242
桂林,KWL,重庆,CKG,中国南方航空(集团)公司,CZ3859,两江国际机场,江北国际机场,10:30,201711301030,11:35,201711301135,733,2017/11/30,2017/11/30,1826,0.2,260,251
桂林,KWL,重庆,CKG,中国南方航空(集团)公司,CZ8126,两江国际机场,江北国际机场,21:05,201712022105,22:05,201712022205,320,2017/12/02,2017/12/02,2543,0.3,220,213
桂林,KWL,广州,CAN,中国南方航空(集团)公司,CZ3233,两江国际机场,新白云国际机场,7:40,201711290740,8:30,201711290830,73G,2017/11/29,2017/11/29,2609,0.38,230,222
桂林,KWL,广州,CAN,中国南方航空(集团)公司,CZ3231,两江国际机场,新白云国际机场,8:00,201712230800,8:50,201712230850,738,2017/12/23,2017/12/23,2572,0.3,250,241
桂林,KWL,广州,CAN,中国南方航空(集团)公司,CZ3291,两江国际机场,新白云国际机场,11:40,201711051140,12:35,201711051235,738,2017/11/05,2017/11/05,2859,0.2,200,197
桂林,KWL,广州,CAN,中国国际航空公司,CA4381,两江国际机场,新白云国际机场,16:10,201712081610,17:10,201712081710,73G,2017/12/08,2017/12/08,1666,0.29,170,160
桂林,KWL,广州,CAN,中国南方航空(集团)公司,CZ3235,两江国际机场,新白云国际机场,19:00,201711031900,20:10,201711032010,73G,2017/11/03,2017/11/03,3684,0.1,200,194
桂林,KWL,广州,CAN,中国南方航空(集团)公司,CZ3304,两江国际机场,新白云国际机场,22:55,201710312255,23:55,201710312355,JET,2017/10/31,2017/10/31,1860,0.3,290,287
桂林,KWL,贵阳,KWE,中国南方航空(集团)公司,CZ6375,两江国际机场,龙洞堡机场,17:15,201712161715,18:05,201712161805,73G,2017/12/16,2017/12/16,3559,0.2,100,92
桂林,KWL,海口,HAK,中国南方航空(集团)公司,CZ6499,两江国际机场,美兰机场,10:00,201711101000,11:20,201711101120,73G,2017/11/10,2017/11/10,2347,0.2,100,93
桂林,KWL,杭州,HGH,中国南方航空(集团)公司,CZ3265,两江国际机场,萧山国际机场,12:55,201712261255,14:45,201712261445,73G,2017/12/26,2017/12/26,2198,0.03,260,250
桂林,KWL,杭州,HGH,中国国际航空公司,CA4952,两江国际机场,萧山国际机场,13:10,201712141310,14:55,201712141455,733,2017/12/14,2017/12/14,2736,0.4,290,281
桂林,KWL,济南,TNA,中国南方航空(集团)公司,CZ3271,两江国际机场,遥墙机场,8:00,201712230800,11:30,201712231130,JET,2017/12/23,2017/12/23,2451,0.2,120,113
桂林,KWL,济南,TNA,中国国际航空公司,CA4952,两江国际机场,遥墙机场,13:10,201712071310,17:10,201712071710,733,2017/12/07,2017/12/07,1509,0.1,300,291
桂林,KWL,昆明,KMG,中国南方航空(集团)公司,CZ3247,两江国际机场,巫家坝国际机场,14:20,201711141420,16:05,201711141605,JET,2017/11/14,2017/11/14,2153,0.5,100,96
桂林,KWL,南京,NKG,中国南方航空(集团)公司,CZ6454,两江国际机场,禄口国际机场,14:40,201711131440,16:30,201711131630,JET,2017/11/13,2017/11/13,3597,0.4,210,205
桂林,KWL,南京,NKG,中国南方航空(集团)公司,CZ3253,两江国际机场,禄口国际机场,17:10,201711091710,19:15,201711091915,JET,2017/11/09,2017/11/09,2807,0.2,180,176
桂林,KWL,青岛,TAO,中国国际航空公司,CA4752,两江国际机场,流亭机场,12:35,201712131235,16:10,201712131610,CR7,2017/12/13,2017/12/13,2534,0.1,210,204
桂林,KWL,青岛,TAO,中国南方航空(集团)公司,CZ3265,两江国际机场,流亭机场,12:55,201712091255,17:00,201712091700,73G,2017/12/09,2017/12/09,3198,0.2,170,163
桂林,KWL,三亚,SYX,中国南方航空(集团)公司,CZ6399,两江国际机场,凤凰国际机场,20:40,201711112040,21:50,201711112150,733,2017/11/11,2017/11/11,1648,0.14,130,122
桂林,KWL,厦门,XMN,中国南方航空(集团)公司,CZ8125,两江国际机场,高崎国际机场,16:45,201711181645,18:05,201711181805,320,2017/11/18,2017/11/18,2898,0.4,100,97
桂林,KWL,汕头,SWA,中国南方航空(集团)公司,CZ3860,两江国际机场,外砂机场,14:10,201712201410,15:25,201712201525,733,2017/12/20,2017/12/20,2783,0.1,210,201
桂林,KWL,上海,SHA,中国南方航空(集团)公司,CZ3251,两江国际机场,虹桥国际机场,10:00,201712281000,11:55,201712281155,738,2017/12/28,2017/12/28,1638,0.4,130,127
桂林,KWL,上海,SHA,上海航空公司,FM5322,两江国际机场,虹桥国际机场,13:15,201712161315,15:15,201712161515,737,2017/12/16,2017/12/16,3037,0.5,230,226
桂林,KWL,深圳,SZX,中国南方航空(集团)公司,CZ3239,两江国际机场,宝安国际机场,9:00,201712110900,10:00,201712111000,738,2017/12/11,2017/12/11,2088,0.25,190,182
桂林,KWL,深圳,SZX,中国南方航空(集团)公司,CZ3952,两江国际机场,宝安国际机场,21:55,201710312155,23:00,201710312300,320,2017/10/31,2017/10/31,1297,0.5,130,121
桂林,KWL,沈阳,SHE,中国南方航空(集团)公司,CZ6454,两江国际机场,桃仙机场,14:40,201712041440,19:20,201712041920,JET,2017/12/04,2017/12/04,1862,0.17,270,263
桂林,KWL,太原,TYN,中国南方航空(集团)公司,CZ6287,两江国际机场,太原武宿机场,8:05,201712030805,11:35,201712031135,73G,2017/12/03,2017/12/03,2549,0.3,270,265
桂林,KWL,武汉,WUH,中国南方航空(集团)公司,CZ3271,两江国际机场,天河机场,8:00,201712030800,9:20,201712030920,JET,2017/12/03,2017/12/03,2089,0.3,190,180
桂林,KWL,武汉,WUH,中国南方航空(集团)公司,CZ6287,两江国际机场,天河机场,8:05,201712120805,9:25,201712120925,73G,2017/12/12,2017/12/12,2180,0.3,260,253
桂林,KWL,武汉,WUH,中国南方航空(集团)公司,CZ6500,两江国际机场,天河机场,14:40,201711151440,16:10,201711151610,73G,2017/11/15,2017/11/15,2160,0.3,190,185
桂林,KWL,西安,SIA,中国南方航空(集团)公司,CZ6375,两江国际机场,咸阳机场,17:15,201711121715,20:25,201711122025,73G,2017/11/12,2017/11/12,1937,0.2,140,133
桂林,KWL,郑州,CGO,中国南方航空(集团)公司,CZ6400,两江国际机场,新郑机场,10:20,201711051020,12:00,201711051200,733,2017/11/05,2017/11/05,1614,0.28,120,111
桂林,KWL,郑州,CGO,中国国际航空公司,CA4752,两江国际机场,新郑机场,12:35,201712081235,14:20,201712081420,CR7,2017/12/08,2017/12/08,3247,0.1,120,110
伊春,LDS,北京,BJS,中国南方航空(集团)公司,CZ6268,伊春林都机场,首都国际机场,14:30,201712191430,18:00,201712191800,320,2017/12/19,2017/12/19,2011,0.2,200,196
兰州,LHW,北京,BJS,中国国际航空公司,CA1278,中川机场,首都国际机场,8:15,201712020815,10:25,201712021025,738,2017/12/02,2017/12/02,2147,0.1,270,266
兰州,LHW,北京,BJS,中国国际航空公司,CA1274,中川机场,首都国际机场,11:25,201712261125,13:35,201712261335,738,2017/12/26,2017/12/26,3393,0.3,300,294
兰州,LHW,北京,BJS,中国国际航空公司,CA1272,中川机场,首都国际机场,15:10,201712231510,17:15,201712231715,738,2017/12/23,2017/12/23,3619,0.2,220,214
兰州,LHW,北京,BJS,中国国际航空公司,CA1222,中川机场,首都国际机场,18:45,201710311845,20:55,201710312055,738,2017/10/31,2017/10/31,3083,0.1,190,180
兰州,LHW,成都,CTU,四川航空股份有限公司,3U8824,中川机场,双流国际机场,13:40,201711271340,15:10,201711271510,319,2017/11/27,2017/11/27,2750,0.16,110,101
兰州,LHW,成都,CTU,中国国际航空公司,CA4208,中川机场,双流国际机场,16:45,201711131645,18:00,201711131800,319,2017/11/13,2017/11/13,2294,0,270,260
兰州,LHW,广州,CAN,中国南方航空(集团)公司,CZ3206,中川机场,新白云国际机场,19:45,201711211945,22:35,201711212235,320,2017/11/21,2017/11/21,3360,0.18,250,242
兰州,LHW,贵阳,KWE,四川航空股份有限公司,3U8824,中川机场,龙洞堡机场,13:40,201712231340,17:00,201712231700,319,2017/12/23,2017/12/23,2851,0.4,270,265
兰州,LHW,杭州,HGH,中国南方航空(集团)公司,CZ6951,中川机场,萧山国际机场,13:35,201712111335,15:55,201712111555,757,2017/12/11,2017/12/11,2718,0.5,260,254
兰州,LHW,济南,TNA,中国国际航空公司,CA4966,中川机场,遥墙机场,12:00,201711161200,15:00,201711161500,CR2,2017/11/16,2017/11/16,2447,0.01,210,207
兰州,LHW,青岛,TAO,中国国际航空公司,CA4608,中川机场,流亭机场,18:30,201712241830,22:00,201712242200,CR2,2017/12/24,2017/12/24,2380,0,160,150
兰州,LHW,三亚,SYX,四川航空股份有限公司,3U8792,中川机场,凤凰国际机场,19:00,201712021900,22:00,201712022200,320,2017/12/02,2017/12/02,1552,0.3,300,293
兰州,LHW,厦门,XMN,中国国际航空公司,CA4820,中川机场,高崎国际机场,11:40,201711091140,15:35,201711091535,733,2017/11/09,2017/11/09,2615,0.08,300,294
兰州,LHW,沈阳,SHE,中国南方航空(集团)公司,CZ6492,中川机场,桃仙机场,19:50,201711151950,22:10,201711152210,319,2017/11/15,2017/11/15,3383,0.1,240,232
兰州,LHW,太原,TYN,中国国际航空公司,CA4608,中川机场,太原武宿机场,18:30,201711201830,19:50,201711201950,CR2,2017/11/20,2017/11/20,2198,0.1,300,291
兰州,LHW,温州,WNZ,中国南方航空(集团)公司,CZ6955,中川机场,永强机场,13:35,201711281335,16:25,201711281625,73G,2017/11/28,2017/11/28,3061,0.5,140,134
兰州,LHW,乌鲁木齐,URC,四川航空股份有限公司,3U8791,中川机场,地窝堡国际机场,12:20,201712301220,15:00,201712301500,320,2017/12/30,2017/12/30,1852,0.1,300,297
兰州,LHW,乌鲁木齐,URC,中国南方航空(集团)公司,CZ6491,中川机场,地窝堡国际机场,12:50,201711161250,15:30,201711161530,319,2017/11/16,2017/11/16,1652,0,180,175
兰州,LHW,乌鲁木齐,URC,中国南方航空(集团)公司,CZ6952,中川机场,地窝堡国际机场,20:25,201711072025,23:20,201711072320,757,2017/11/07,2017/11/07,1717,0.2,280,270
兰州,LHW,乌鲁木齐,URC,中国南方航空(集团)公司,CZ6956,中川机场,地窝堡国际机场,21:35,201712062135,0:25,201712070025,73G,2017/12/06,2017/12/07,2202,0.1,100,94
兰州,LHW,武汉,WUH,中国国际航空公司,CA4820,中川机场,天河机场,11:40,201712061140,13:30,201712061330,733,2017/12/06,2017/12/06,2329,0.5,280,271
兰州,LHW,西安,SIA,中国南方航空(集团)公司,CZ3224,中川机场,咸阳机场,12:40,201712101240,13:40,201712101340,320,2017/12/10,2017/12/10,3297,0.2,290,285
兰州,LHW,长沙,CSX,中国南方航空(集团)公司,CZ3224,中川机场,黄花机场,12:40,201711061240,15:55,201711061555,320,2017/11/06,2017/11/06,2725,0.5,250,241
兰州,LHW,郑州,CGO,中国国际航空公司,CA4966,中川机场,新郑机场,12:00,201711131200,13:35,201711131335,CR2,2017/11/13,2017/11/13,2859,0.1,120,112
丽江,LJG,成都,CTU,四川航空股份有限公司,3U8692,丽江机场,双流国际机场,21:05,201711252105,22:25,201711252225,319,2017/11/25,2017/11/25,1519,0.4,150,145
丽江,LJG,成都,CTU,中国国际航空公司,CA4452,丽江机场,双流国际机场,22:55,201711222255,0:05,201711230005,319,2017/11/22,2017/11/23,3012,0.1,250,246
丽江,LJG,成都,CTU,鹰联航空公司,EU2238,丽江机场,双流国际机场,23:00,201711092300,0:05,201711100005,319,2017/11/09,2017/11/10,2313,0.4,140,135
丽江,LJG,成都,CTU,四川航空股份有限公司,3U9238,丽江机场,双流国际机场,23:00,201711242300,0:05,201711250005,319,2017/11/24,2017/11/25,2006,0,170,165
丽江,LJG,重庆,CKG,中国南方航空(集团)公司,CZ8164,丽江机场,江北国际机场,22:30,201712192230,23:50,201712192350,319,2017/12/19,2017/12/19,3275,0.4,120,112
丽江,LJG,广州,CAN,中国南方航空(集团)公司,CZ3488,丽江机场,新白云国际机场,16:25,201711051625,19:40,201711051940,733,2017/11/05,2017/11/05,2685,0.03,170,165
丽江,LJG,景洪,JHG,海航集团祥鹏航空公司,8L9966,丽江机场,西双版纳机场,19:20,201712131920,20:20,201712132020,737,2017/12/13,2017/12/13,2457,0.4,240,237
丽江,LJG,景洪,JHG,海航集团祥鹏航空公司,8L9966,丽江机场,西双版纳机场,19:20,201712201920,20:20,201712202020,737,2017/12/20,2017/12/20,2912,0.07,140,131
丽江,LJG,昆明,KMG,海航集团祥鹏航空公司,8L9956,丽江机场,巫家坝国际机场,10:05,201712141005,10:50,201712141050,737,2017/12/14,2017/12/14,2420,0.1,200,193
丽江,LJG,昆明,KMG,中国南方航空(集团)公司,CZ3492,丽江机场,巫家坝国际机场,13:00,201711301300,13:45,201711301345,733,2017/11/30,2017/11/30,2989,0.4,250,240
丽江,LJG,昆明,KMG,中国南方航空(集团)公司,CZ3716,丽江机场,巫家坝国际机场,13:20,201711131320,14:10,201711131410,319,2017/11/13,2017/11/13,2588,0.3,250,245
丽江,LJG,昆明,KMG,中国南方航空(集团)公司,CZ3488,丽江机场,巫家坝国际机场,16:25,201712301625,17:15,201712301715,733,2017/12/30,2017/12/30,1468,0.3,190,183
丽江,LJG,昆明,KMG,中国南方航空(集团)公司,CZ3452,丽江机场,巫家坝国际机场,18:50,201711041850,19:40,201711041940,319,2017/11/04,2017/11/04,3049,0.3,160,153
丽江,LJG,深圳,SZX,中国南方航空(集团)公司,CZ3716,丽江机场,宝安国际机场,13:20,201711081320,16:50,201711081650,319,2017/11/08,2017/11/08,2978,0.5,110,105
丽江,LJG,深圳,SZX,中国南方航空(集团)公司,CZ3452,丽江机场,宝安国际机场,18:50,201711141850,22:20,201711142220,319,2017/11/14,2017/11/14,3472,0.1,170,163
丽江,LJG,郑州,CGO,中国南方航空(集团)公司,CZ3492,丽江机场,新郑机场,13:00,201712071300,17:00,201712071700,733,2017/12/07,2017/12/07,2222,0.3,290,281
永州,LLF,广州,CAN,中国南方航空(集团)公司,CZ3374,永州机场,新白云国际机场,11:35,201711071135,14:10,201711071410,ERJ,2017/11/07,2017/11/07,1501,0.14,280,273
永州,LLF,长沙,CSX,中国南方航空(集团)公司,CZ3374,永州机场,黄花机场,11:35,201711151135,12:25,201711151225,ERJ,2017/11/15,2017/11/15,1986,0.3,100,97
德宏,LUM,昆明,KMG,海航集团祥鹏航空公司,8L9932,德宏芒市机场,巫家坝国际机场,11:35,201711221135,12:30,201711221230,737,2017/11/22,2017/11/22,2292,0.4,230,225
德宏,LUM,昆明,KMG,海航集团祥鹏航空公司,8L9932,德宏芒市机场,巫家坝国际机场,11:35,201711091135,12:30,201711091230,737,2017/11/09,2017/11/09,2683,0.2,200,193
拉萨,LXA,北京,BJS,中国国际航空公司,CA4111,贡嘎机场,首都国际机场,15:55,201711081555,21:30,201711082130,JET,2017/11/08,2017/11/08,1489,0.1,190,181
拉萨,LXA,成都,CTU,中国国际航空公司,CA4404,贡嘎机场,双流国际机场,10:40,201712111040,12:35,201712111235,319,2017/12/11,2017/12/11,2983,0.2,240,232
拉萨,LXA,成都,CTU,中国国际航空公司,CA408,贡嘎机场,双流国际机场,15:00,201711281500,17:00,201711281700,319,2017/11/28,2017/11/28,2038,0.3,180,171
拉萨,LXA,成都,CTU,中国国际航空公司,CA4111,贡嘎机场,双流国际机场,15:55,201712071555,18:00,201712071800,JET,2017/12/07,2017/12/07,2097,0.3,160,152
拉萨,LXA,成都,CTU,中国国际航空公司,CA4402,贡嘎机场,双流国际机场,16:30,201712191630,18:20,201712191820,330,2017/12/19,2017/12/19,3267,0.3,210,202
拉萨,LXA,重庆,CKG,中国国际航空公司,CA4419,贡嘎机场,江北国际机场,12:30,201712141230,14:40,201712141440,319,2017/12/14,2017/12/14,2424,0.4,190,182
拉萨,LXA,重庆,CKG,中国南方航空(集团)公司,CZ3464,贡嘎机场,江北国际机场,14:05,201711031405,16:30,201711031630,319,2017/11/03,2017/11/03,3739,0.1,300,293
拉萨,LXA,广州,CAN,中国南方航空(集团)公司,CZ3464,贡嘎机场,新白云国际机场,14:05,201712271405,19:10,201712271910,319,2017/12/27,2017/12/27,1677,0.19,100,94
洛阳,LYA,广州,CAN,中国南方航空(集团)公司,CZ3364,北郊机场,新白云国际机场,11:10,201712231110,13:35,201712231335,ERJ,2017/12/23,2017/12/23,2945,0.2,280,272
洛阳,LYA,上海,SHA,上海航空公司,FM5390,北郊机场,虹桥国际机场,15:10,201712051510,16:40,201712051640,737,2017/12/05,2017/12/05,2836,0.3,290,285
洛阳,LYA,深圳,SZX,中国南方航空(集团)公司,CZ3358,北郊机场,宝安国际机场,22:20,201711162220,0:30,201711170030,320,2017/11/16,2017/11/17,2180,0.4,250,241
连云港,LYG,北京,BJS,上海航空公司,FM2912,白塔阜机场,南苑机场,17:10,201711011710,18:10,201711011810,737,2017/11/01,2017/11/01,1870,0.4,190,181
连云港,LYG,广州,CAN,中国南方航空(集团)公司,CZ3635,白塔阜机场,新白云国际机场,11:40,201710311140,15:15,201710311515,320,2017/10/31,2017/10/31,2303,0,280,275
连云港,LYG,广州,CAN,中国南方航空(集团)公司,CZ3257,白塔阜机场,新白云国际机场,12:50,201712281250,15:15,201712281515,320,2017/12/28,2017/12/28,2279,0.1,100,90
连云港,LYG,海口,HAK,上海航空公司,FM2911,白塔阜机场,美兰机场,10:00,201711191000,12:50,201711191250,737,2017/11/19,2017/11/19,2349,0.4,290,285
连云港,LYG,宁波,NGB,中国南方航空(集团)公司,CZ6702,白塔阜机场,栎社机场,17:15,201712101715,18:15,201712101815,320,2017/12/10,2017/12/10,2497,0.4,240,230
连云港,LYG,厦门,XMN,四川航空股份有限公司,3U3213,白塔阜机场,高崎国际机场,16:00,201712181600,18:25,201712181825,EMB,2017/12/18,2017/12/18,2461,0.1,280,274
连云港,LYG,上海,SHA,上海航空公司,FM5522,白塔阜机场,虹桥国际机场,15:40,201712091540,16:40,201712091640,737,2017/12/09,2017/12/09,2027,0.4,180,176
连云港,LYG,深圳,SZX,中国南方航空(集团)公司,CZ6702,白塔阜机场,宝安国际机场,17:15,201712081715,21:10,201712082110,320,2017/12/08,2017/12/08,3031,0.4,190,180
连云港,LYG,沈阳,SHE,四川航空股份有限公司,3U3214,白塔阜机场,桃仙机场,21:40,201711082140,23:00,201711082300,EMB,2017/11/08,2017/11/08,2869,0.46,150,147
连云港,LYG,徐州,XUZ,中国南方航空(集团)公司,CZ3635,白塔阜机场,观音机场,11:40,201712161140,12:10,201712161210,320,2017/12/16,2017/12/16,2241,0.4,110,107
临沂,LYI,北京,BJS,上海航空公司,FM2270,临沂机场,南苑机场,9:45,201712280945,10:45,201712281045,738,2017/12/28,2017/12/28,2689,0,190,181
临沂,LYI,广州,CAN,中国国际航空公司,CA4671,临沂机场,新白云国际机场,17:40,201710311740,20:05,201710312005,738,2017/10/31,2017/10/31,3466,0.2,250,242
临沂,LYI,青岛,TAO,中国国际航空公司,CA4672,临沂机场,流亭机场,23:40,201711162340,0:15,201711170015,738,2017/11/16,2017/11/17,2375,0.28,220,217
临沂,LYI,上海,SHA,上海航空公司,FM2340,临沂机场,虹桥国际机场,21:30,201710312130,22:30,201710312230,737,2017/10/31,2017/10/31,2773,0.4,110,102
临沂,LYI,深圳,SZX,中国南方航空(集团)公司,CZ3316,临沂机场,宝安国际机场,17:20,201711181720,21:25,201711182125,320,2017/11/18,2017/11/18,2821,0,120,116
临沂,LYI,温州,WNZ,中国南方航空(集团)公司,CZ3316,临沂机场,永强机场,17:20,201712251720,18:50,201712251850,320,2017/12/25,2017/12/25,1684,0.5,260,257
柳州,LZH,北京,BJS,中国国际航空公司,CA1860,白莲机场,首都国际机场,15:00,201712081500,17:50,201712081750,733,2017/12/08,2017/12/08,2851,0.3,150,142
柳州,LZH,成都,CTU,鹰联航空公司,EU2202,白莲机场,双流国际机场,23:00,201712012300,0:40,201712020040,319,2017/12/01,2017/12/02,2038,0.1,180,172
柳州,LZH,成都,CTU,四川航空股份有限公司,3U9202,白莲机场,双流国际机场,23:00,201712192300,0:40,201712200040,319,2017/12/19,2017/12/20,2136,0.4,170,161
柳州,LZH,广州,CAN,中国南方航空(集团)公司,CZ3720,白莲机场,新白云国际机场,20:20,201711012020,21:35,201711012135,JET,2017/11/01,2017/11/01,1744,0.3,250,244
柳州,LZH,上海,SHA,上海航空公司,FM5204,白莲机场,虹桥国际机场,11:05,201711151105,13:05,201711151305,737,2017/11/15,2017/11/15,2747,0.29,130,123
柳州,LZH,深圳,SZX,鹰联航空公司,EU2201,白莲机场,宝安国际机场,18:55,201712171855,20:05,201712172005,319,2017/12/17,2017/12/17,2418,0.3,170,160
柳州,LZH,深圳,SZX,四川航空股份有限公司,3U9201,白莲机场,宝安国际机场,18:55,201711121855,20:05,201711122005,319,2017/11/12,2017/11/12,2845,0.4,230,226
泸州,LZO,广州,CAN,中国国际航空公司,CA4339,兰田坝机场,新白云国际机场,10:50,201711281050,12:30,201711281230,73G,2017/11/28,2017/11/28,2943,0.5,210,207
泸州,LZO,广州,CAN,中国国际航空公司,CA4351,兰田坝机场,新白云国际机场,21:50,201712112150,23:35,201712112335,73G,2017/12/11,2017/12/11,3449,0.3,180,173
牡丹江,MDG,广州,CAN,中国南方航空(集团)公司,CZ3614,海浪机场,新白云国际机场,16:30,201712201630,23:00,201712202300,733,2017/12/20,2017/12/20,3505,0.4,270,261
牡丹江,MDG,上海,SHA,中国南方航空(集团)公司,CZ3614,海浪机场,浦东国际机场,16:30,201712061630,19:30,201712061930,733,2017/12/06,2017/12/06,1135,0.1,250,244
绵阳,MIG,北京,BJS,中国国际航空公司,CA1452,绵阳机场,首都国际机场,11:40,201712041140,14:05,201712041405,738,2017/12/04,2017/12/04,3001,0.4,290,280
绵阳,MIG,北京,BJS,中国国际航空公司,CA1456,绵阳机场,首都国际机场,21:25,201711132125,23:50,201711132350,JET,2017/11/13,2017/11/13,2519,0.29,260,251
绵阳,MIG,广州,CAN,中国南方航空(集团)公司,CZ3400,绵阳机场,新白云国际机场,19:00,201712181900,21:15,201712182115,319,2017/12/18,2017/12/18,3049,0.4,140,131
梅县,MXZ,广州,CAN,中国南方航空(集团)公司,CZ3334,梅县机场,新白云国际机场,12:50,201711241250,13:50,201711241350,ERJ,2017/11/24,2017/11/24,2345,0.4,230,226
梅县,MXZ,广州,CAN,中国南方航空(集团)公司,CZ3334,梅县机场,新白云国际机场,12:50,201712111250,13:50,201712111350,ERJ,2017/12/11,2017/12/11,2447,0,110,107
梅县,MXZ,广州,CAN,中国南方航空(集团)公司,CZ3340,梅县机场,新白云国际机场,21:40,201712192140,22:40,201712192240,ERJ,2017/12/19,2017/12/19,1539,0.1,220,212
梅县,MXZ,广州,CAN,中国南方航空(集团)公司,CZ3340,梅县机场,新白云国际机场,21:40,201712192140,22:40,201712192240,ERJ,2017/12/19,2017/12/19,2830,0.4,140,137
南充,NAO,北京,BJS,中国南方航空(集团)公司,CZ6945,南充机场,首都国际机场,11:10,201711211110,13:40,201711211340,ERJ,2017/11/21,2017/11/21,3441,0.1,230,220
南充,NAO,广州,CAN,中国南方航空(集团)公司,CZ3430,南充机场,新白云国际机场,17:15,201712221715,19:15,201712221915,JET,2017/12/22,2017/12/22,2432,0.2,120,114
?长白山,NBS,北京,BJS,中国南方航空(集团)公司,CZ6393,长白山机场,首都国际机场,17:55,201711021755,19:40,201711021940,321,2017/11/02,2017/11/02,1740,0.11,260,254
?长白山,NBS,延吉,YNJ,中国南方航空(集团)公司,CZ6394,长白山机场,朝阳川机场,23:25,201712222325,23:55,201712222355,321,2017/12/22,2017/12/22,2870,0.07,300,292
齐齐哈尔,NDG,北京,BJS,中国国际航空公司,CA1660,三家子机场,首都国际机场,10:50,201712011050,12:40,201712011240,733,2017/12/01,2017/12/01,2983,0.1,290,286
齐齐哈尔,NDG,广州,CAN,中国南方航空(集团)公司,CZ3612,三家子机场,新白云国际机场,16:30,201711241630,23:00,201711242300,733,2017/11/24,2017/11/24,1392,0,270,267
齐齐哈尔,NDG,上海,SHA,中国南方航空(集团)公司,CZ3612,三家子机场,浦东国际机场,16:30,201711111630,19:30,201711111930,733,2017/11/11,2017/11/11,1986,0.1,100,97
宁波,NGB,北京,BJS,中国国际航空公司,CA1854,栎社机场,首都国际机场,7:55,201711100755,9:55,201711100955,738,2017/11/10,2017/11/10,2608,0.4,140,131
宁波,NGB,北京,BJS,中国国际航空公司,CA1840,栎社机场,首都国际机场,13:40,201712061340,15:55,201712061555,738,2017/12/06,2017/12/06,3551,0.4,200,196
宁波,NGB,北京,BJS,中国国际航空公司,CA1542,栎社机场,首都国际机场,16:10,201711151610,18:30,201711151830,JET,2017/11/15,2017/11/15,1503,0.2,280,277
宁波,NGB,北京,BJS,中国南方航空(集团)公司,CZ3186,栎社机场,首都国际机场,20:45,201711082045,23:00,201711082300,321,2017/11/08,2017/11/08,2963,0.1,240,230
宁波,NGB,成都,CTU,四川航空股份有限公司,3U8928,栎社机场,双流国际机场,13:40,201711111340,17:30,201711111730,319,2017/11/11,2017/11/11,1921,0.1,170,164
宁波,NGB,成都,CTU,鹰联航空公司,EU2222,栎社机场,双流国际机场,20:35,201711272035,23:05,201711272305,319,2017/11/27,2017/11/27,3813,0.5,230,222
宁波,NGB,重庆,CKG,四川航空股份有限公司,3U8984,栎社机场,江北国际机场,20:40,201712052040,22:40,201712052240,319,2017/12/05,2017/12/05,3374,0,100,95
宁波,NGB,大连,DLC,中国南方航空(集团)公司,CZ3607,栎社机场,周水子机场,13:05,201712161305,15:00,201712161500,738,2017/12/16,2017/12/16,2097,0.1,240,231
宁波,NGB,大连,DLC,中国南方航空(集团)公司,CZ6326,栎社机场,周水子机场,16:35,201711141635,18:25,201711141825,321,2017/11/14,2017/11/14,2414,0.33,130,126
